,name,company,year,Price,kms_driven,fuel_type
1684,Mahindra Thar EX,Mahindra,2019,1157909,81755,Diesel
1685,MG Hector VXi,MG,2021,1181290,96555,Petrol
1686,Hyundai Aura VXi,Hyundai,2024,1188873,11441,Petrol
1687,Mahindra Scorpio Classic,Mahindra,2021,908343,11232,Diesel
1688,Nissan Kicks ZX,Nissan,2021,1152892,28498,Diesel
1689,Volkswagen Virtus EX,Volkswagen,2024,2498985,12226,Petrol
1690,Tata Tiago VXi,Tata,2025,575992,9724,Petrol
1691,Hyundai Alcazar Top,Hyundai,2021,1033912,99130,Diesel
1692,Honda CR-V EX,Honda,2025,1206210,10116,Diesel
1693,Hyundai Alcazar Top,Hyundai,2022,793463,15850,Petrol
1694,Hyundai Venue SX,Hyundai,2025,2612440,6263,Diesel
1695,Honda City LXi,Honda,2022,1330233,29315,Diesel
1696,Toyota Hyryder EX,Toyota,2023,1261478,21493,Diesel
1697,Renault Kiger Top,Renault,2019,895079,7923,Diesel
1698,Honda CR-V SX,Honda,2020,817975,45659,CNG
1699,Renault Kwid VXi,Renault,2019,555243,1828,Diesel
1700,Skoda Superb VXi,Skoda,2024,1234892,2074,Diesel
1701,MG Hector Top,MG,2021,734199,47730,Petrol
1702,Hyundai i20 EX,Hyundai,2026,1168162,1971,Electric
1703,Volkswagen Taigun VXi,Volkswagen,2026,902862,3843,Electric
1704,Hyundai i20 LXi,Hyundai,2020,935407,66552,Petrol
1705,Toyota Glanza LXi,Toyota,2025,1518506,5201,Electric
1706,Maruti S-Cross LXi,Maruti,2024,1082257,12269,Petrol
1707,Hyundai i20 SX,Hyundai,2026,1113639,4486,Petrol
1708,Maruti Swift SX,Maruti,2021,1173878,82841,Petrol
1709,Honda Elevate EX,Honda,2026,1506677,2294,CNG
1710,Kia EV6 S,Kia,2021,699163,34895,Petrol
1711,Hyundai Venue ZXi,Hyundai,2026,3398369,191,Petrol
1712,Renault Kwid Top,Renault,2022,711742,44051,CNG
1713,Tata Punch EX,Tata,2022,1049531,18853,CNG
1714,Hyundai Exter VXi,Hyundai,2022,746354,75007,Diesel
1715,Toyota Urban Cruiser,Toyota,2020,1019217,90659,Petrol
1716,Maruti Dzire S,Maruti,2019,1212345,61953,Diesel
1717,MG Comet EV,MG,2023,1357618,27216,Petrol
1718,Toyota Hyryder Top,Toyota,2020,1021708,51431,CNG
1719,Maruti Grand Vitara,Maruti,2025,1461377,4080,Diesel
1720,Maruti S-Cross LXi,Maruti,2024,862676,1638,Petrol
1721,Renault Kwid ZXi,Renault,2021,480443,39635,Petrol
1722,Volkswagen Taigun S,Volkswagen,2019,877890,6235,Petrol
1723,MG Astor VXi,MG,2025,1577098,6808,Electric
1724,Honda Amaze EX,Honda,2020,908121,2203,Diesel
1725,Mahindra XUV300 SX,Mahindra,2021,898366,16856,Diesel
1726,Volkswagen Virtus Top,Volkswagen,2026,1426023,4538,Petrol
1727,Mahindra XUV400 S,Mahindra,2022,1012991,32561,Petrol
1728,Kia Sonet VXi,Kia,2021,1376279,93872,Petrol
1729,Toyota Glanza EX,Toyota,2025,1105402,9117,CNG
1730,Nissan Kicks ZXi,Nissan,2022,1103767,74133,Petrol
1731,Maruti Jimny ZX,Maruti,2022,1364485,86022,Diesel
1732,Tata Tigor S,Tata,2026,884516,1805,Petrol
1733,Mahindra XUV300 ZX,Mahindra,2024,1151301,9306,Diesel
1734,Maruti Grand Vitara,Maruti,2025,818006,11948,Diesel
1735,Toyota Innova Crysta,Toyota,2024,1537737,8616,Petrol
1736,Honda City ZXi,Honda,2023,1976174,34960,Diesel
1737,Tata Punch SX,Tata,2022,1282452,33345,Diesel
1738,Mahindra XUV700 EX,Mahindra,2026,5392660,1115,Diesel
1739,Honda CR-V ZX,Honda,2025,1563913,1936,Petrol
1740,Nissan Magnite SX,Nissan,2026,1623778,2518,Electric
1741,Tata Punch VXi,Tata,2020,629778,67495,Diesel
1742,Renault Kwid LXi,Renault,2020,820422,84095,Petrol
1743,Renault Kwid S,Renault,2020,629417,67856,Diesel
1744,Hyundai Exter SX(O),Hyundai,2024,714303,3254,Diesel
1745,Toyota Hyryder S,Toyota,2020,1139340,49170,Diesel
1746,Kia Carens EX,Kia,2020,1033070,47256,Diesel
1747,Renault Kwid Top,Renault,2023,760892,16486,CNG
1748,MG Hector SX(O),MG,2023,1072601,369,Petrol
1749,Skoda Slavia VXi,Skoda,2024,1678349,11142,Electric
1750,Honda City S,Honda,2022,1532146,45288,Petrol
1751,Honda CR-V VXi,Honda,2026,1470060,2853,CNG
1752,Tata Nexon S,Tata,2023,2962061,4806,CNG
1753,Tata Nexon ZX,Tata,2023,2038191,7211,Diesel
1754,Renault Kiger SX(O),Renault,2020,1326262,66205,Diesel
1755,Mahindra Thar LXi,Mahindra,2025,1486589,7450,Electric
1756,Renault Triber S,Renault,2022,807513,91558,Petrol
1757,Renault Kwid EX,Renault,2023,792574,40118,Petrol
1758,Hyundai Exter Top,Hyundai,2020,313389,59552,Diesel
1759,Volkswagen Taigun SX,Volkswagen,2020,843199,26904,CNG
1760,Honda City SX,Honda,2022,1900230,2387,Petrol
1761,Renault Kiger ZXi,Renault,2022,782246,46250,Diesel
1762,Toyota Fortuner Top,Toyota,2019,4114502,41341,Petrol
1763,Tata Harrier ZXi,Tata,2023,4963958,675,Petrol
1764,Mahindra XUV700 ZXi,Mahindra,2022,3433889,30284,Petrol
1765,Nissan Magnite SX(O),Nissan,2024,804967,7073,Petrol
1766,Tata Tigor ZX,Tata,2019,1009455,61274,Petrol
1767,Volkswagen Tiguan EX,Volkswagen,2023,1381263,25678,Diesel
1768,Skoda Kushaq ZXi,Skoda,2024,1215853,24945,Electric
1769,Skoda Kushaq LXi,Skoda,2020,576055,58939,Petrol
1770,Maruti Baleno ZXi,Maruti,2025,841485,10630,Diesel
1771,Nissan Kicks ZXi,Nissan,2024,1117552,37828,Electric
1772,Maruti Jimny LXi,Maruti,2025,1382858,4409,Petrol
1773,Hyundai Exter S,Hyundai,2024,553495,7379,Petrol
1774,Mahindra Scorpio N,Mahindra,2023,788045,31541,Petrol
1775,Maruti Ertiga SX(O),Maruti,2023,1458055,31724,Petrol
1776,Skoda Kodiaq EX,Skoda,2023,739691,8110,Petrol
1777,Maruti Brezza S,Maruti,2021,768349,53921,Electric
1778,Hyundai Alcazar Top,Hyundai,2023,912628,25019,Diesel
1779,Mahindra XUV400 VXi,Mahindra,2026,1023190,1575,Electric
1780,Toyota Fortuner S,Toyota,2023,2929140,6647,Diesel
1781,Kia EV6 VXi,Kia,2024,898719,22619,Petrol
1782,Kia Carens SX(O),Kia,2023,826496,10847,Diesel
1783,Renault Kwid EX,Renault,2022,440170,20025,Diesel
1784,Kia Carnival SX,Kia,2022,1423876,42672,Petrol
1785,MG Comet EV,MG,2022,630912,22290,Diesel
1786,Renault Kiger LXi,Renault,2021,974249,102032,Electric
1787,Tata Punch SX,Tata,2024,1594383,12497,Petrol
1788,Toyota Urban Cruiser,Toyota,2026,1267001,3445,Diesel
1789,Tata Safari EX,Tata,2024,4304794,29321,Diesel
1790,Mahindra Thar ZX,Mahindra,2023,979657,5198,CNG
1791,Honda Elevate ZXi,Honda,2019,1010125,73625,Diesel
1792,Skoda Kushaq S,Skoda,2022,937649,34609,Petrol
1793,Kia Carnival ZXi,Kia,2025,1339493,4296,Petrol
1794,Skoda Kodiaq SX(O),Skoda,2019,996469,67632,Diesel
1795,Tata Harrier SX,Tata,2021,5766862,17670,Petrol
1796,Nissan Kicks ZX,Nissan,2021,1060655,96683,Petrol
1797,Kia Seltos S,Kia,2019,1732316,115641,Diesel
1798,Skoda Slavia Top,Skoda,2019,949577,168721,CNG
1799,MG Astor Top,MG,2019,704566,120555,Petrol
1800,Mahindra XUV300 EX,Mahindra,2025,1191375,6585,Petrol
1801,Nissan Magnite SX(O),Nissan,2020,1366781,46837,Petrol
1802,Toyota Innova Crysta,Toyota,2026,1608545,3702,Electric
1803,Renault Kwid VXi,Renault,2019,430011,43232,Petrol
1804,Renault Kwid SX,Renault,2021,561204,32101,Petrol
1805,Hyundai Exter S,Hyundai,2025,649660,2759,Petrol
1806,Renault Kiger SX,Renault,2024,1133792,9982,Electric
1807,Nissan Magnite EX,Nissan,2025,1463461,206,Petrol
1808,Kia Seltos ZXi,Kia,2021,1489746,17992,Petrol
1809,Volkswagen Taigun SX,Volkswagen,2023,1366258,1710,Diesel
1810,Skoda Slavia ZXi,Skoda,2024,2527107,4382,Petrol
1811,Hyundai Exter Top,Hyundai,2026,438488,2740,Electric
1812,Renault Kwid SX,Renault,2025,510469,823,Petrol
1813,Skoda Superb ZX,Skoda,2026,1376691,3435,Petrol
1814,Hyundai Grand i10,Hyundai,2025,1305114,7261,Electric
1815,Tata Safari SX,Tata,2024,4709657,8936,Electric
1816,Skoda Superb ZX,Skoda,2026,1491271,273,CNG
1817,Nissan Kicks VXi,Nissan,2020,1130573,7484,Diesel
1818,Tata Curvv EX,Tata,2025,1317342,11584,Petrol
1819,MG Hector ZXi,MG,2025,911819,9116,Diesel
1820,Volkswagen Taigun VXi,Volkswagen,2020,612733,96360,Petrol
1821,Nissan Kicks SX,Nissan,2022,1008743,25885,Petrol
1822,Maruti Baleno SX,Maruti,2026,1652160,3369,Diesel
1823,Volkswagen Tiguan ZX,Volkswagen,2021,886180,49717,Diesel
1824,Honda CR-V VXi,Honda,2024,1169416,36715,Diesel
1825,Renault Kwid EX,Renault,2025,553619,9569,Electric
1826,Skoda Kushaq SX(O),Skoda,2024,1317008,20056,Diesel
1827,Honda Amaze VXi,Honda,2020,778659,107611,Diesel
1828,Nissan Magnite EX,Nissan,2025,932305,2810,Petrol
1829,Nissan Kicks LXi,Nissan,2025,1747284,3742,Electric
1830,Hyundai i20 ZX,Hyundai,2019,1048021,85234,Diesel
1831,Maruti Baleno SX(O),Maruti,2023,772678,18353,Petrol
1832,Hyundai Grand i10,Hyundai,2024,785097,9079,Petrol
1833,Honda Elevate Top,Honda,2023,1211335,662,Petrol
1834,Honda City ZX,Honda,2025,2076673,2659,Diesel
1835,Toyota Innova Crysta,Toyota,2019,1144650,92146,Diesel
1836,MG Astor Top,MG,2019,771861,97727,Petrol
1837,Honda CR-V ZXi,Honda,2025,1418657,11416,Diesel
1838,Kia Sonet Top,Kia,2023,1805539,7433,Diesel
1839,Nissan Kicks VXi,Nissan,2023,706656,9718,Diesel
1840,Nissan Kicks VXi,Nissan,2022,1200408,4096,Petrol
1841,Nissan Magnite ZX,Nissan,2025,731790,3625,Diesel
1842,Hyundai Creta Top,Hyundai,2026,2911329,1308,Petrol
1843,MG Astor ZX,MG,2025,1078243,9057,Electric
1844,Hyundai Grand i10,Hyundai,2021,787083,107397,Petrol
1845,MG Astor ZX,MG,2026,1189493,3444,CNG
1846,Nissan Kicks LXi,Nissan,2025,1449153,17281,Petrol
1847,Mahindra XUV400 ZXi,Mahindra,2026,1127626,1564,Petrol
1848,Tata Safari VXi,Tata,2026,5437255,1051,Electric
1849,Volkswagen Taigun EX,Volkswagen,2026,1130014,2079,Petrol
1850,Renault Kwid LXi,Renault,2024,747555,10882,Diesel
1851,Nissan Kicks Top,Nissan,2026,1484226,3709,Petrol
1852,Nissan Magnite LXi,Nissan,2023,1151032,18987,Petrol
1853,Toyota Innova Crysta,Toyota,2022,1170118,24110,Diesel
1854,Toyota Fortuner ZXi,Toyota,2024,4823668,19541,Diesel
1855,Nissan Kicks EX,Nissan,2023,1193090,19213,Diesel
1856,Honda City LXi,Honda,2023,1626546,42466,Petrol
1857,Volkswagen Tiguan VXi,Volkswagen,2026,1036604,1287,Petrol
1858,Tata Harrier ZXi,Tata,2021,2895255,33886,Petrol
1859,Honda CR-V S,Honda,2025,1006099,5320,Diesel
1860,Volkswagen Tiguan ZXi,Volkswagen,2023,1076058,38347,Diesel
1861,Hyundai Exter SX,Hyundai,2021,563738,64521,Diesel
1862,Tata Tiago Top,Tata,2024,754878,21097,Petrol
1863,Nissan Kicks VXi,Nissan,2026,794519,1249,Petrol
1864,Kia Carnival VXi,Kia,2023,1280928,5943,Petrol
1865,Nissan Kicks ZX,Nissan,2026,1173840,3754,Diesel
1866,Toyota Glanza ZX,Toyota,2019,1046375,119508,Diesel
1867,Kia Carens S,Kia,2024,974297,19629,Electric
1868,Renault Triber SX(O),Renault,2023,1003153,36087,Petrol
1869,Mahindra Scorpio N,Mahindra,2024,949630,16216,Petrol
1870,Nissan Magnite SX(O),Nissan,2021,901876,85454,Petrol
1871,Hyundai Alcazar EX,Hyundai,2025,871587,15891,Petrol
1872,Nissan Magnite ZXi,Nissan,2025,744768,19942,Diesel
1873,Honda CR-V SX(O),Honda,2026,1635234,2267,Petrol
1874,Kia EV6 LXi,Kia,2021,1101872,7135,Diesel
1875,Kia Seltos EX,Kia,2023,3122651,31796,Electric
1876,Hyundai Venue EX,Hyundai,2021,1874148,115388,Petrol
1877,MG Astor S,MG,2025,1401906,15090,Diesel
1878,Hyundai Alcazar SX(O),Hyundai,2023,1348201,45816,Petrol
1879,MG Hector Top,MG,2020,1241955,6959,Diesel
1880,Volkswagen Tiguan VXi,Volkswagen,2022,1005568,54506,Petrol
1881,Nissan Kicks ZXi,Nissan,2021,1186391,22774,Diesel
1882,Hyundai Exter ZXi,Hyundai,2025,488344,10741,Petrol
1883,Volkswagen Tiguan SX,Volkswagen,2026,1584551,234,Petrol
1884,Honda Amaze S,Honda,2021,849313,92791,Petrol
1885,Nissan Kicks SX(O),Nissan,2026,878963,1747,Electric
1886,Nissan Magnite Top,Nissan,2023,1509241,5232,Petrol
1887,Mahindra XUV400 ZX,Mahindra,2024,1306787,9152,Diesel
1888,Toyota Glanza S,Toyota,2023,1167136,25180,Petrol
1889,MG Hector S,MG,2020,716206,71846,Petrol
1890,Volkswagen Tiguan Top,Volkswagen,2020,1368650,60500,Petrol
1891,Maruti Ertiga LXi,Maruti,2020,674281,21190,Diesel
1892,Skoda Kodiaq ZX,Skoda,2020,777352,64432,Petrol
1893,Mahindra XUV300 SX(O),Mahindra,2020,864724,25367,Petrol
1894,Kia Sonet ZXi,Kia,2019,2011480,22954,Diesel
1895,Honda Amaze LXi,Honda,2026,1407941,57,Petrol
1896,Volkswagen Tiguan VXi,Volkswagen,2026,1471365,1404,Petrol
1897,Toyota Hyryder ZX,Toyota,2022,783044,31329,Petrol
1898,Toyota Hyryder SX,Toyota,2025,1512768,7887,Petrol
1899,Kia Sonet Top,Kia,2022,2618992,42854,Diesel
1900,Honda CR-V LXi,Honda,2020,649282,20842,Diesel
1901,Nissan Kicks LXi,Nissan,2022,1390101,11107,Diesel
1902,Nissan Kicks ZX,Nissan,2026,1506134,820,Electric
1903,Nissan Magnite VXi,Nissan,2021,1151923,77221,Diesel
1904,Renault Kiger EX,Renault,2020,1089207,14185,Diesel
1905,Tata Tigor ZX,Tata,2022,1044718,97648,Diesel
1906,Renault Triber SX(O),Renault,2024,781016,16920,Electric
1907,Maruti Dzire ZX,Maruti,2024,806224,10356,Diesel
1908,Volkswagen Tiguan ZX,Volkswagen,2021,1219815,49503,Diesel
1909,Mahindra XUV300 SX,Mahindra,2019,798707,142032,Diesel
1910,Mahindra XUV300 EX,Mahindra,2024,768680,19768,Electric
1911,Volkswagen Taigun SX(O),Volkswagen,2022,1308666,24681,CNG
1912,Hyundai i20 ZXi,Hyundai,2021,875581,106068,Petrol
1913,Maruti Alto Top,Maruti,2024,488863,10757,Diesel
1914,Kia Carens LXi,Kia,2022,788802,33599,Petrol
1915,Maruti S-Cross EX,Maruti,2022,767167,61148,Petrol
1916,Nissan Magnite SX,Nissan,2020,1094998,76308,Diesel
1917,Renault Kiger LXi,Renault,2020,1321820,82086,Diesel
1918,MG Hector Top,MG,2019,1086166,95523,Petrol
1919,MG Comet EV,MG,2019,684573,54701,CNG
1920,Tata Safari VXi,Tata,2023,2905520,15033,Petrol
1921,Maruti S-Cross VXi,Maruti,2023,1206203,13382,CNG
1922,Maruti Ertiga LXi,Maruti,2021,1351664,45707,Petrol
1923,Kia Carens ZX,Kia,2019,728360,116554,Diesel
1924,Nissan Kicks SX(O),Nissan,2019,889056,24948,CNG
1925,Skoda Superb SX(O),Skoda,2019,1025301,76702,Diesel
1926,Renault Triber SX(O),Renault,2025,1272736,21521,Electric
1927,Toyota Urban Cruiser,Toyota,2023,1442640,32608,Diesel
1928,MG Comet EV,MG,2023,1476059,48791,Petrol
1929,Kia Seltos SX,Kia,2026,2223173,2277,Petrol
1930,Renault Kwid Top,Renault,2022,557114,30489,Diesel
1931,Hyundai Alcazar SX,Hyundai,2020,1335606,680,Diesel
1932,Hyundai Grand i10,Hyundai,2023,1053844,3441,Petrol
1933,Kia Carens Top,Kia,2024,1568742,5063,Petrol
1934,Nissan Magnite SX,Nissan,2023,876339,13822,Petrol
1935,MG Comet EV,MG,2019,890834,103883,Diesel
1936,Maruti Alto ZX,Maruti,2025,496022,1812,Diesel
1937,Tata Tiago VXi,Tata,2020,555592,81493,Petrol
1938,Nissan Magnite S,Nissan,2025,1359053,4980,Petrol
1939,Mahindra Scorpio Classic,Mahindra,2023,1529135,9953,Diesel
1940,Tata Tiago ZX,Tata,2026,761580,2055,Petrol
1941,Hyundai i20 LXi,Hyundai,2021,1098548,33123,Petrol
1942,Kia EV6 LXi,Kia,2022,865574,7328,Diesel
1943,Honda CR-V S,Honda,2020,641086,15207,Diesel
1944,Toyota Innova Crysta,Toyota,2024,1445844,30491,Petrol
1945,Nissan Kicks ZX,Nissan,2021,1041114,36244,CNG
1946,Mahindra Scorpio N,Mahindra,2025,1198533,4743,Electric
1947,Hyundai Exter VXi,Hyundai,2025,833846,2355,Electric
1948,Skoda Superb Top,Skoda,2025,956328,2840,Petrol
1949,Honda Amaze ZXi,Honda,2025,1173909,6383,Electric
1950,Nissan Kicks EX,Nissan,2023,1350941,843,Petrol
1951,Skoda Kushaq VXi,Skoda,2019,1052323,127510,Diesel
1952,Tata Safari VXi,Tata,2024,3878445,34666,Diesel
1953,Honda Elevate S,Honda,2025,1375426,3179,Diesel
1954,Honda Elevate SX(O),Honda,2022,1225115,44384,Petrol
1955,MG Comet EV,MG,2025,1306871,1171,Diesel
1956,Kia Sonet ZX,Kia,2025,3403930,2995,Petrol
1957,Skoda Superb ZXi,Skoda,2020,929375,74706,Diesel
1958,Toyota Fortuner ZXi,Toyota,2024,4859455,13857,Petrol
1959,Maruti Alto SX,Maruti,2022,705182,53835,Diesel
1960,Kia EV6 ZXi,Kia,2019,1006973,65050,Petrol
1961,Skoda Kodiaq ZXi,Skoda,2019,1020181,30924,Diesel
1962,Maruti Baleno VXi,Maruti,2025,1113189,12674,Diesel
1963,Toyota Innova Crysta,Toyota,2023,1200243,30613,Diesel
1964,Maruti Jimny ZXi,Maruti,2025,1445244,4772,Petrol
1965,Maruti Brezza EX,Maruti,2023,1079402,21123,Petrol
1966,Skoda Slavia SX(O),Skoda,2019,1653223,32777,Diesel
1967,Tata Safari VXi,Tata,2019,3972324,16078,Petrol
1968,Renault Kiger S,Renault,2026,1473483,587,Diesel
1969,Hyundai Creta Top,Hyundai,2025,2495754,8352,Electric
1970,Toyota Urban Cruiser,Toyota,2020,1291251,18287,Diesel
1971,MG Comet EV,MG,2020,938663,90554,Petrol
1972,Hyundai Venue Top,Hyundai,2024,2457857,2294,Electric
1973,MG Astor VXi,MG,2022,1281889,58613,Petrol
1974,Renault Triber VXi,Renault,2022,643853,10474,Diesel
1975,Volkswagen Virtus VXi,Volkswagen,2021,2232397,31920,Petrol
1976,Maruti Grand Vitara,Maruti,2021,959079,25837,Diesel
1977,Toyota Innova Crysta,Toyota,2024,1089173,661,CNG
1978,Honda Amaze LXi,Honda,2023,1307518,46476,Petrol
1979,MG ZS EV,MG,2023,1097267,19667,Petrol
1980,Nissan Kicks SX,Nissan,2024,770298,13140,Petrol
1981,MG Comet EV,MG,2019,853326,13849,Petrol
1982,Volkswagen Taigun SX(O),Volkswagen,2026,1242727,4148,Electric
1983,Maruti Ertiga EX,Maruti,2024,1007417,11277,Diesel
1984,Honda Elevate SX,Honda,2025,1520873,9937,Diesel
1985,MG Comet EV,MG,2020,613085,28239,Diesel
1986,MG Comet EV,MG,2022,897116,48807,Petrol
1987,Volkswagen Virtus SX,Volkswagen,2019,937490,116203,Diesel
1988,Volkswagen Taigun SX(O),Volkswagen,2021,1292138,104115,Petrol
1989,Volkswagen Virtus SX,Volkswagen,2022,2020778,12946,Diesel
1990,Renault Triber EX,Renault,2021,707526,70522,Petrol
1991,Hyundai Exter VXi,Hyundai,2021,542402,96452,Petrol
1992,Honda City LXi,Honda,2024,2315473,3301,Petrol
1993,Renault Triber ZXi,Renault,2021,1111628,40599,Petrol
1994,Renault Triber SX,Renault,2023,1201428,7155,Diesel
1995,MG Comet EV,MG,2025,1026939,14070,Electric
1996,Skoda Superb SX(O),Skoda,2025,1482865,5704,Petrol
1997,Mahindra XUV400 EX,Mahindra,2024,1291218,22171,CNG
1998,MG Astor SX(O),MG,2020,1002573,35494,Petrol
1999,Maruti Baleno SX,Maruti,2020,1447103,3392,Petrol
2000,Toyota Hyryder Top,Toyota,2026,1082639,4453,Petrol
2001,Renault Kiger S,Renault,2019,1126259,37474,Petrol
2002,Kia Seltos SX,Kia,2025,3000281,6771,Petrol
2003,Tata Harrier ZXi,Tata,2023,4793290,11207,Petrol
2004,Toyota Fortuner ZXi,Toyota,2020,4726943,61699,Petrol
2005,Volkswagen Tiguan SX(O),Volkswagen,2023,1201383,23514,Diesel
2006,Nissan Kicks SX,Nissan,2023,1282278,26410,Diesel
2007,Nissan Magnite SX(O),Nissan,2022,1084206,14830,Petrol
2008,Nissan Magnite S,Nissan,2020,723635,13805,Diesel
2009,Toyota Innova Crysta,Toyota,2025,875313,1690,Electric
2010,Honda Elevate VXi,Honda,2026,1175527,2407,Petrol
2011,Tata Curvv SX,Tata,2020,823008,36691,Diesel
2012,MG Hector ZXi,MG,2020,1009749,128566,Petrol
2013,Nissan Magnite Top,Nissan,2026,1647904,205,Petrol
2014,MG Hector SX,MG,2026,1638938,2963,Electric
2015,Toyota Urban Cruiser,Toyota,2023,916188,50685,Petrol
2016,Toyota Urban Cruiser,Toyota,2022,698287,45258,Petrol
2017,Volkswagen Tiguan LXi,Volkswagen,2020,1169572,120675,Petrol
2018,Tata Punch SX,Tata,2023,1226268,40948,Petrol
2019,Tata Tiago Top,Tata,2019,281983,80130,CNG
2020,Volkswagen Tiguan SX,Volkswagen,2021,763549,20736,Diesel
2021,Renault Triber ZX,Renault,2023,1066241,13296,Petrol
2022,Renault Triber S,Renault,2026,758564,2197,Petrol
2023,MG Astor SX(O),MG,2022,1218091,14738,Diesel
2024,Toyota Innova Crysta,Toyota,2025,1575428,3274,Electric
2025,Toyota Fortuner EX,Toyota,2020,3980624,60744,Petrol
2026,Kia EV6 ZX,Kia,2022,1100807,4821,Petrol
2027,Renault Triber Top,Renault,2022,1281124,9095,Diesel
2028,Tata Tigor EX,Tata,2022,857985,12633,Petrol
2029,Tata Nexon SX(O),Tata,2025,3082009,154,CNG
2030,Mahindra XUV300 SX,Mahindra,2023,839986,30444,Petrol
2031,Toyota Innova Crysta,Toyota,2024,1581387,13251,Petrol
2032,Mahindra Scorpio Classic,Mahindra,2025,1221184,6041,Petrol
2033,Skoda Slavia ZXi,Skoda,2023,1982268,3003,Diesel
2034,Tata Curvv EX,Tata,2022,915362,28463,Petrol
2035,Hyundai Alcazar LXi,Hyundai,2023,1085522,31116,Petrol
2036,Renault Triber LXi,Renault,2022,801616,16584,Electric
2037,Skoda Kodiaq VXi,Skoda,2022,953934,14476,Diesel
2038,Tata Altroz SX,Tata,2019,1148511,35907,Diesel
2039,Renault Triber ZXi,Renault,2019,1148449,99626,Petrol
2040,Maruti Celerio SX(O),Maruti,2023,1101447,166,Petrol
2041,Toyota Innova Crysta,Toyota,2025,995853,5813,CNG
2042,Toyota Fortuner ZX,Toyota,2021,3263115,40067,Diesel
2043,Honda CR-V ZX,Honda,2019,960985,90159,Petrol
2044,Volkswagen Taigun ZX,Volkswagen,2025,1089716,16137,Diesel
2045,Toyota Fortuner EX,Toyota,2022,4996752,52273,Petrol
2046,Volkswagen Taigun EX,Volkswagen,2019,653451,523,Petrol
2047,Honda City LXi,Honda,2024,1693281,18693,Electric
2048,Tata Tiago SX,Tata,2026,625777,2183,Petrol
2049,Maruti Grand Vitara,Maruti,2021,941402,82052,Petrol
2050,Kia Carens Top,Kia,2023,1132542,36419,Petrol
2051,Honda CR-V SX,Honda,2022,1159972,84378,Petrol
2052,Kia Seltos ZX,Kia,2023,2619908,2232,Petrol
2053,Volkswagen Taigun S,Volkswagen,2024,1459096,33288,CNG
2054,Renault Kwid ZXi,Renault,2020,470891,40787,Petrol
2055,Volkswagen Taigun EX,Volkswagen,2019,756369,150553,Diesel
2056,Tata Harrier Top,Tata,2020,3989259,36448,Diesel
2057,Kia Sonet Top,Kia,2026,1921821,271,Petrol
2058,Mahindra Scorpio N,Mahindra,2021,824841,30156,Petrol
2059,Honda Amaze VXi,Honda,2023,1317017,17312,Diesel
2060,Mahindra Thar LXi,Mahindra,2025,1176979,11204,Diesel
2061,Skoda Kushaq VXi,Skoda,2026,1036153,1383,Electric
2062,Kia Seltos EX,Kia,2026,3070819,3418,Diesel
2063,Honda CR-V S,Honda,2026,989816,1401,Petrol
2064,Renault Kiger Top,Renault,2025,1088594,9833,Diesel
2065,MG Comet EV,MG,2019,888200,142041,Petrol
2066,Toyota Glanza LXi,Toyota,2024,1016526,13271,Petrol
2067,Renault Kwid S,Renault,2023,469685,11328,Petrol
2068,MG Comet EV,MG,2026,708410,3182,Diesel
2069,Honda City SX(O),Honda,2025,1312472,4898,Electric
2070,MG Hector VXi,MG,2024,1151315,11326,Electric
2071,Hyundai Aura EX,Hyundai,2021,768175,32443,Petrol
2072,Hyundai Aura S,Hyundai,2026,1156638,533,Diesel
2073,Nissan Kicks S,Nissan,2026,1492795,3494,Petrol
2074,Maruti Baleno Top,Maruti,2020,795288,50178,Diesel
2075,Mahindra XUV300 S,Mahindra,2024,1483895,12502,Petrol
2076,Renault Triber Top,Renault,2024,1180770,11537,Petrol
2077,Toyota Fortuner SX,Toyota,2020,4286184,6978,Diesel
2078,Honda City Top,Honda,2024,2577084,3996,Petrol
2079,Volkswagen Taigun ZX,Volkswagen,2023,1587884,8686,Diesel
2080,Volkswagen Virtus EX,Volkswagen,2025,1668808,15351,Diesel
2081,Hyundai Creta LXi,Hyundai,2024,3046403,12451,Petrol
2082,Tata Punch SX(O),Tata,2022,1228322,32971,Petrol
2083,Nissan Kicks S,Nissan,2025,1105898,9279,Petrol
2084,MG Hector ZX,MG,2022,920182,43066,Petrol
2085,Volkswagen Tiguan EX,Volkswagen,2022,1037993,23074,Petrol
2086,Tata Curvv Top,Tata,2020,827378,78265,Electric
2087,Skoda Kodiaq SX(O),Skoda,2023,799692,32461,Diesel
2088,Hyundai Creta ZX,Hyundai,2020,2151769,101902,Diesel
2089,Nissan Magnite EX,Nissan,2020,722656,14192,Diesel
2090,Honda CR-V EX,Honda,2023,1289571,70776,Diesel
2091,Toyota Fortuner Top,Toyota,2025,4766585,2068,CNG
2092,Mahindra Thar ZX,Mahindra,2024,875603,4407,Diesel
2093,Toyota Glanza VXi,Toyota,2025,744571,923,Petrol
2094,Toyota Innova Crysta,Toyota,2020,1203082,83920,Petrol
2095,Tata Harrier SX,Tata,2026,3278677,4903,Electric
2096,Nissan Magnite Top,Nissan,2025,1018304,19209,Diesel
2097,Maruti Ertiga LXi,Maruti,2026,769884,2459,Diesel
2098,Renault Kwid LXi,Renault,2020,746088,73040,Petrol
2099,Honda City EX,Honda,2020,1669941,11573,Petrol
2100,Kia Seltos SX(O),Kia,2026,3072378,4383,Electric
